,,OFERTA HANDLOWA SELIGA,,,,,,
,,,,,,,,
,,,,,,,,
,,10.11.2024 – 12.12.2024,,,,,,
,,,,,,,,
LP,,NAZWA,ILOŚĆ ZAMÓWIONA,JM,KRAJ,VAT,Cena netto,Cena Brutto
161,131.0005(2)(2)(2),POMIDOR MALIN. RECHNIA BB PALETKA I OP 6 KG PL,,KG,POLSKA,5%,"20,75","21,79"
162,131.0005(2)(2)(1)(1),POMIDOR MALIN. TOMATEX 3B I OP 6 KG PL,,KG,POLSKA,5%,"22,00","23,10"
163,61.0024(1)(2),POMIDOR CASI PINK MALINOWY/ PALETKA G  OP 6 KG ES,,KG,HISZPANIA,5%,"12,45","13,08"
164,,POMIDOR MALINOWY CASI PALETKA GG I OP 6 KG ES,,KG,HISZPANIA,5%,"13,60","14,28"
165,61.0006,POMIDOR CASI KUMATO I OP 3 KG ES,,KG,HISZPANIA,5%,"12,00","12,60"
166,,POMIDOR CASI ŻEBROWANY I KG ES,,KG,HISZPANIA,5%,"10,40","10,92"
167,61.0019,"POMIDOR SZERY 0,5 KG I NL",,SZT,HOLANDIA,5%,"12,00","12,60"
168,61.0015(1)(1),POMIDOR SZERY GAŁĄZKA CASI I OP 3 KG ES,,KG,HISZPANIA,5%,"16,05","16,86"
169,62.0001,POMIDOR SZERY LUZ CZARNE OP I OP 4 KG ES,,KG,HISZPANIA,5%,"15,75","16,54"
170,62.0002(1),POMIDOR SZERY TRÓJKĄT TOMATOES II OP 12 SZT ES,,szt.,HISZPANIA,5%,"3,80","3,99"
171,106.0007,POR SIATKA OP 10 KG  PL,,KG,POLSKA,5%,"5,20","5,46"
172,106.0027,POR WIĄZKA OP 10 SZT PL,,szt.,POLSKA,5%,"2,60","2,73"
173,65.0006,ROSZPONKA PRIMA OP 8 SZT IT,,szt.,WŁOCHY,5%,"3,95","4,15"
174,65.0003,ROZMARYN DONICZKA SZT PL,,szt.,POLSKA,8%,"10,25","11,07"
175,65.0004,RUCOLA PRIMA OP 8 SZT IT,,szt.,WŁOCHY,5%,"3,95","4,15"
